,Content,Location,Username,Retweet-Count,Favorites,Created at
45,"@Burb_Beer_Dude @SarcasmStardust @SocialistMMA If their talking point is ""Biden lied about student debt relief"" then they're completely right.  This isn't a team sport, stop being a cheerleader.",,cricketfarmguy,0,0,2021-03-30 17:15:51
46,He lied.....again.    Biden’s tax hikes are coming for the middle class https://t.co/eF9XCkjQU5,,Kellyring,0,0,2021-03-30 17:09:06
47,"@john_faidutti Research Biden warmonger mass incarcerator corporate stooge nepotistic  corrupt Bidens record. Watch him fabricate a completely false tale how he participated in the civil rights movement or lied about his college credentials on youtube
 day one he bombed Syria and Yemen.",,BoyWllson,0,0,2021-03-30 17:05:02
48,"Thanks to Biden, the southern border is a mess. Republican delegation this morning is down  in Texas telling it like it is. Biden lied and people are dying down there. All the VP can do is laugh when asked about the southern border.  It is tragic.",,kfitzsterling,0,0,2021-03-30 17:02:58
49,"WaPo Fact Checker: Biden Lied About Georgia Election Law, It Expands Voting Opportunities For Most Georgians https://t.co/7eH3iCUQBI",,JustTjbulldog,1,1,2021-03-30 16:57:29
50,"@MadiahSaverio @NewYorkStateAG Oh dear, it seems you lost all cognitive function a long time ago.

Biden is the legitimate president,  despite trumps efforts to cheat and have the election overturned. He lied to you, and you were stupid enough to believe him. Seek help.",,VehementRedhead,0,1,2021-03-30 16:55:48
51,"Them Dems have lied numerous times to win an election. Lying about Biden's physical condition will just be another lie
 #Outnumbered",Denver Colorado,2_tts,0,4,2021-03-30 16:52:53
52,"So Basement Biden lied, again? It’s almost like this a daily occurrence but more likely, every time he opens his mouth.  https://t.co/D2aGxFs7n3","Houston, TX",MikeIvicevich,0,0,2021-03-30 16:51:30
53,"@PatrickRuffini really?  Biden is a strong communicator on Covid.
Leaders? T***P, Birx, Redfield lied to Americans, these are who failed. Throw in Fox News and GOP.
Every M-W-F @aslavitt46 a zoom meeting that is televised on Covid.  
Stop the bad information, please.
Follow @WHCOVIDResponse",,healthcareicare,0,0,2021-03-30 16:49:32
54,I believe Biden lied! https://t.co/3PHv9HoIl2,,JackJhe42,0,0,2021-03-30 16:43:35
55,@CYGreen205 @CNNPolitics @IAmSophiaNelson No actually using water or food to bribe someone to vote for youre candidate is evil. Just fyi it does not make it harder to vote. You realize Joe Biden lied about the 5pm cut off. It actually adds days to absentee voting. It also makes polls for absentee voting actually do 8 hrs,port republic,heels2315,0,0,2021-03-30 16:34:31
56,"Biden earns ‘Four Pinocchios’ from Washington Post for false claim about Georgia voting law

https://t.co/BSeQw3Mq9F
Shocking that ⁦@POTUS⁩ lied.  Will ⁦@CNN⁩ ⁦@NBCNews⁩ ⁦@CBSNews⁩ report that sleepy Joe is spreading  misinformation???",,MattRob0511,0,1,2021-03-30 16:29:48
57,"Joe Biden lied?
Color me shocked 🙀 https://t.co/jZxHXCpebA","Missouri, USA",DiogenesMan,4,4,2021-03-30 16:29:22
58,"Biden. I am who I say I am the next Dr. Phil, Bill Gates and the Boeing Girl. I never lied. We must do this President of United-States and PM of Canada. I told you so you didn't want to believe me with tremendous pain",,Chantal71279306,0,0,2021-03-30 16:26:18
59,@Randall28770108 @POTUS He full on lied to you about voting rights in GA  https://t.co/nSyA560KsJ,"Atlanta, GA",GabrielRossirn,0,0,2021-03-30 16:25:15
60,"@JakeLobin says the Person who supports Biden who actually said your not black if you don’t vote 4 him, has credible rape allegation, said the guy who was a KKK member n recruiter he supported, admired, n that he was his  mentor that was a good man. lied about corruption emails n on n on",United States,Daniel_Tirri,0,3,2021-03-30 16:21:14
61,Biden has literally called Harris president three times also Harris was introduced as president in one of the campaign rallies also Harris's husband has introduced her as president what's a really going on here I think the American people are being lied to https://t.co/KJtqoNG3NZ,,TRUTHFLIX,0,0,2021-03-30 16:18:07
62,"@GlennKesslerWP @jaketapper What a stupid minor controversy to attempt to create. Trump lied his ass of every day, but Biden provides one incorrect detail about an objectively terrible bill (that actually was correct in a previous version) and it requires a full article?","Chicago, IL",dubyaDdubya,0,0,2021-03-30 16:17:14
63,Now it’s Biden’s responsibility to do what he said he would do. We should not have to beg our leaders to keep their promises. It’s just a cynical maneuver to stiff us and then blame us for the fact that they lied to us.,,SusanofTexas,2,12,2021-03-30 16:16:28
64,"Potted Plant @POTUS talked again and as usual lied thru his teeth..... EE well his handlers lied thru their teeth

https://t.co/HfSLjVWFMY","Fort Worth Texas, USA",SguyNvi,0,0,2021-03-30 16:03:18
65,Remember when Joe Biden said he wouldn't rise taxes on the middle/working class? Well he lied to us. Mileage will hurt many people and Corporate tax will cause lower wages js,South Mid West,Country1996Bo,0,1,2021-03-30 15:59:24
66,Think I'll stop calling him Senile Joe and switch to Lyin' Joe. He started out as a plagiarizer and has lied about everything from his professorship at U of Delaware to his no-tax-hike for the middle class pledge. Here's another one.. https://t.co/QhBRxT0V2d,,KurtIllinois,1,1,2021-03-30 15:53:13
67,"Biden earns ‘Four Pinocchios’ from Washington Post for false claim about Georgia voting law

Biden nose should be as long as the state of DC for all the bull crap he has lied about!

https://t.co/grYh0Q0kZA",,Carol96208870,0,0,2021-03-30 15:48:20
68,"Biden lied on this aspect of the Georgia law -- AND on others. Much of the media has misreported it, too. The Left and their media lapdogs should stick it where the sun don... well, you know. https://t.co/9y9vi108m3","Mobile, AL",QuinHillyer,2,1,2021-03-30 15:47:45
69,"Another Biden Family Scandal.  It’s Hunter again.  This time he lied about his drug use to get a gun.
A poorly executed “Cover Up” was attempted allegedly at the gun store in question.  MSM liberal Democrat ass kissers will never cover this latest Biden Scandal.  Right? https://t.co/RsV8C6RnVG",USA,ButkovichPete,0,0,2021-03-30 15:46:34
70,"I'm doubly shocked, but cynical. WaPo fact checkers give Biden four Pinocchios over claims on Georgia law. But is it just a cover to claim neutrality when they'll cover for him later when it's more important?

Also, Biden lied? Shocked! (Narrator: Not.)

https://t.co/y9UK1ixD2E","Paso Robles, CA",hoystory,0,2,2021-03-30 15:44:07
71,"What, Biden lied? Inconceivable! 🤣🤣🤣

Looking for the left to now echo this nonsense... 🤔 https://t.co/34vPzIh76S",SoCal,hapybrian,0,1,2021-03-30 15:43:22
72,Joe Biden son lied on his firearms purchasers app in order to get a gun. That’s a felony &amp; they covered it up for him,,Deion_Mk6,0,0,2021-03-30 15:40:30
73,Say it ain't so... Biden lied? https://t.co/HoSAroowiG,,handen5660,0,1,2021-03-30 15:29:37
74,this dude lies like Hell the snarly Security guard lied sounds like Pervert Joe Biden and Hoe Kamala Harris but this is true https://t.co/ayrNS8XZkd https://t.co/3fJJCoFUav,,JamesZi65149167,0,0,2021-03-30 15:26:51
75,"Is Biden still planning on burning down America, or were we just lied too?",New York,JerryCox52,0,0,2021-03-30 15:20:40
76,@RonnyJacksonTX I doubt President Biden is supporting you.  You bought trump's support and lost your credibility when you lied about what good health he was in.  NOT something worthy of bragging about.,,fedup2disgusted,0,0,2021-03-30 15:18:04
77,"@johnnybunn @postpolitics @brithume You were ok with over 4000 lies by Trump but Biden makes a mistake and it’s like OMG he lied

Why is the bar so much lower for your own party than for others",#KHive IDGAFWTSYBSYBAITMFH ,NR_Garrett,0,0,2021-03-30 15:15:36
78,"THEY

INFECTED

THE

ELDERLY

TO

INCREASE

PERCEIVED

LETHALITY

BUT

KILLED

SO

MANY

THEY

HAD

TO

COVER

IT

UP

&amp;

LIED

ABOUT

IT.

WOLF, WHITMER, MURPHY, CUOMO, AND NEWSOM.

THE FASCIST FIVE.

IT

WAS

NOT

AN

ACCIDENT.

THEY

KILLED

PEOPLE

FOR

BIDEN.

DO YOU GET IT?","Philadelphia, PA",mattebphl,2,8,2021-03-30 15:11:03
79,"@KamVTV Sure. Imagine if it was Biden supporters who attacked the Capitol, democracy, Biden who caused 450K Americans to die unnecessarily, Biden who lied 30,573 times as president, Biden who defended Putin over America at every turn...YOu people are such tools.",,Imwithherb,0,1,2021-03-30 15:07:03
80,"@LogicalLIberal5 @sethspicksLV @ananavarro Every one of the Trump spawn benefited while #TraitorTrump was in office. They ignored or lied about every ethical, legal &amp; security conflict.

But GOP never held any of them to the standard they expect President Biden &amp; his family to uphold.

#HYPOCRISY

https://t.co/leuk5PNjww","Miami, FL",DysfunctFelines,0,1,2021-03-30 15:06:26
81,@3EwoksInACoat @GlennKesslerWP @JenniferJJacobs He just told you when Biden lied or was very wrong,"Columbus, OH",urbanmeyerlives,0,3,2021-03-30 14:59:50
82,"These people ran up in Congress a couple of months ago and we’ve already returned to glowing profiles of Republicans who lied about the election, cable anchors asking is Biden is “tough enough” at the border, and whether or not we’re reacting too harshly towards bigoted people ha","Washington, DC",chadstanton,2,6,2021-03-30 14:57:28
83,"Biden is planning to increase taxes for all of us, even though he lied when campaigning. Of course, there will be no tax increase for HIS voters eg... those who are unemployed. His voters will RECEIVE our taxes. #DemScam",ohio,mikerok_mike,0,0,2021-03-30 14:57:25
84,"@answersfrommen @KingJosiah54 President
 Biden appointments  black executives  Republicans senators refuse approval!   BLM protesting other races join   Black men attacking small Asian women  racist blaming VIRUS TRUMP LIED! Racism in all races!",,60issy,0,1,2021-03-30 14:57:18
85,"DISTURBING AF. The establishment claimed Biden was better then Trump - they LIED:

 Biden Pushes Colombia to Restart Glyphosate Spraying Program https://t.co/K8psjqG339 via @commondreams #demexit #endtheduopoly #Biden #democratsarerepublicans","Lenape Land, New Jersey",MorVSpice,0,1,2021-03-30 14:55:55
86,FLASHBACK! They LIED! Biden &amp; Democrats CAUGHT On Huge Hypocrisy Involvi... https://t.co/vyYF6WjAwi via @YouTube,,MICHAELADANGEL5,0,0,2021-03-30 14:36:56
87,"Trump: Biden lied about leaving migrant children 'to starve'.

I believe Trump!!",,StoreyCarolyn,0,0,2021-03-30 14:36:55
88,"@POTUS You lied to the American People.... you are about to raise taxes on everyone..  you already did by making GAS so expensive and now food and everything is going up because you are a useless P.O.S @PressSec @WhiteHouse 

https://t.co/ySTgllBpPI",,NAD00652688,1,1,2021-03-30 14:30:30
89,"In other words John, Biden lied -- again! https://t.co/jntXUmkIE7","Lake Conroe, Tx",WaltHook,0,0,2021-03-30 14:23:26
90,@JR79381478 @lorijax @FoxNews Oh yea where are all the fact checkers when Biden has lied?  You must watch CNN 24/7....,,DanHall00216801,0,0,2021-03-30 14:21:04
91,@Halcyon270 @kylegriffin1 You mean the stuff even lefty wapo knows you’re being lied to about?  Fools. https://t.co/tY3PJPf5Ya,Land of the free,james___2016,0,0,2021-03-30 14:17:22
92,@faithinbones @johnnybunn @postpolitics @brithume Where’s the fact checking on Biden?  That’s right the sheep blindly follow.  He’s lied his entire life,,stacilevison,0,0,2021-03-30 14:17:08
93,"@GOPChairwoman The border must have tested well in the focus groups. Transparency isn't the GOP's strong suit. It's rich to hear you call for it after you vilified and lied to the media for 4 years. You have no moral authority on anything.
https://t.co/LvMtyqbeSx",,AgainCassandra,0,0,2021-03-30 14:09:33
94,"@RegionRat14 @saintknives @baby_nashville ""a-HA! Joe Biden never said he was going to do a good thing, so you can't say he lied about it. Checkmate, lefties!""",,covidalangrier,0,137,2021-03-30 14:06:42
95,"They LIED! Biden &amp; Democrats CAUGHT On Huge Hypocrisy Involving Senate Rules

https://t.co/5NobqQZN8J",,RedVoiceMedias,0,3,2021-03-30 13:51:07
96,"They LIED! Biden &amp; Democrats CAUGHT On Huge Hypocrisy Involving Senate Rules

https://t.co/bnxGtrnWzK","Minneapolis, MN",realstewpeters,21,43,2021-03-30 13:50:29
97,"First, the Biden Administration denied the blatant crisis at the Southern Border, then they lied about it. 

Now, they are passing around responsibility for the border crisis like a hot potato. 
https://t.co/StrUZtlJie","Washington, DC",Turcotte_JPT,0,4,2021-03-30 13:47:46
98,"@GlennKesslerWP Unlike the last guy to hold that office, does anyone seriously believe Joe Biden intentionally lied or gave out false information? Of course he didn’t","Bronx, NY",daveconte1971,1,1,2021-03-30 13:45:17
99,"You mean, Biden lied. https://t.co/Ky6JqHti8r",,K1erry,3,3,2021-03-30 13:42:45
100,"@khalilharajli1 @RSBNetwork 2 &amp; 1/2 million lived because of his diligence. Not one of Biden's vaccines are even in use yet. Biden lied that no vaccine existed before he was elected, even though he got his shots before taking office. BTW. China killed those Americans, not Trump.",,TomIrwin2,0,0,2021-03-30 13:41:21
101,"Fun fact: Bipolar Biden thinks it’s your patriotic duty to wear a mask; the same guy who lied to you about my world changing accomplishments that happened on his watch in 2009. 

Feel dry fucked yet?",Michigan,dspetro,0,0,2021-03-30 13:29:21
102,"@AklogGebremari1 Biden Admin. didn't make anything harder. Article says  ARP was passed through reconciliation, so funds were appropriated to the Treasury to distribute to the SSA. SSA was supposed to send the necessary files to IRS, but they never did. Saul lied &amp; there's no funding in the bill.",,msjodibee,0,0,2021-03-30 13:18:43
103,FLASHBACK! They LIED! Biden &amp; Democrats CAUGHT On Huge Hypocrisy Involvi... https://t.co/b7iBmUw9Dh via @YouTube,"Sunshine Coast, Queensland",Sstrawbs48,0,0,2021-03-30 13:13:03
104,"@superpixels @justinbaragona Lol, cnn, msnbc, cbs, abc, nbc, npr, all lied about Russia, covered up hunter biden laptop story, lied about President Trumps call to Georgia election office. Liberals are hypocrites.",,mtim06764459,0,0,2021-03-30 13:08:53
105,FLASHBACK! They LIED! Biden &amp; Democrats CAUGHT On Huge Hypocrisy Involvi... https://t.co/ZG9UpDc5b4 via @YouTube,,MeWayayw,0,0,2021-03-30 13:02:46
106,"True!

Eric Trump says he’d be in jail for allegedly lying like Hunter Biden over gun scandal https://t.co/XKgdctREhu via @nypost",,thesmackdaddy,0,1,2021-03-30 12:59:31
107,"@gtconway3d Dr. Birx like anyone else, who lied in that administration, were trying to remain in their jobs and ready to leave decency behind. Glad she wasn’t accepted by the Biden’s administration, and she tried 😤",,Rosemary3410,0,0,2021-03-30 12:56:56
108,"Can anyone come up with a foreign policy difference between #Biden and #Trump? Or Biden's Secretary of State Antony #Blinken and Trump's Mike ""we lied, we cheated, we stole"" #Pompeo❓Too many people profit from #Imperialism &amp; #neocolonialism, so #NothingWillFundamentallyChange❗",Denmark,AndersBass87,1,2,2021-03-30 12:51:09
109,"Biden's foreign policy is just like Trump

He lied about 2k checks

No recurring checks

Killed the $15 min wage

Approve of fracking and off shore drilling

Lied about supporting a public option

But sure, Bernie is ""controlling"" the white house 😒

U.S. propaganda is so intense https://t.co/DhOCl3pqAn","Kansas City, MO USA",SocialistMMA,87,361,2021-03-30 12:48:08
110,@AriFleischer What????? Biden lied? C’mon man,,KarenjO777,0,1,2021-03-30 12:47:34
111,"@DBistoli @Eugene_Hetzel @alayne_f @mtaibbi Matt bragged about doing stuff worse than anything Reid accused Biden of. He did that back when it sounded cool, and then unconvincingly backed off it when it was a problem. Even if he lied about sexual assault originally what does it say about him for bragging about that shit?",,lurker96256700,0,1,2021-03-30 12:36:41
112,"@washingtonpost you mean he lied
https://t.co/6iYPMYBooo",,always_on_hold,0,0,2021-03-30 12:32:53
113,"@KatiePavlich Well, if I backed a president who was thoroughly corrupt, lied chronically, caused as many as 450,000 unnecessary deaths, incited an attack on American democracy...I'd be a critic of Pres. Biden too.",,Imwithherb,0,0,2021-03-30 12:23:17
114,@postpolitics @brithume Don't you mean Biden lied?,,kevinell31,0,0,2021-03-30 12:19:54
115,BIDEN LIED!!!! https://t.co/zKmTgGfEkO,,cannotfolme,0,0,2021-03-30 12:11:42
116,Biden Made a Troubling Comment About China and Lied His Head Off About Trump During the Presser https://t.co/XOgtl99PB8,Florida,annykat41,0,1,2021-03-30 12:11:17
